Name,Number,Position,Mins Played,Points,Tries,Conversions,Conversion Attempts,Penalty Goals,Goal Conversion Rate,1 Point Field Goals,2 Point Field Goals,Total Points,All Runs,All Run Metres,Kick Return Metres,Post Contact Metres,Line Breaks,Line Break Assists,Try Assists,Line Engaged Runs,Tackle Breaks,Hit Ups,Play The Ball,Average Play The Ball Speed,Dummy Half Runs,Dummy Half Run Metres,One on One Steal,Offloads,Dummy Passes,Passes,Receipts,Passes To Run Ratio,Tackle Efficiency,Tackles Made,Missed Tackles,Ineffective Tackles,Intercepts,Kicks Defused,Kicks,Kicking Metres,Forced Drop Outs,Bomb Kicks,Grubbers,40/20,20/40,Cross Field Kicks,Kicked Dead,Errors,Handling Errors,One on One Lost,Penalties,Ruck Infringements,Inside 10 Metres,On Report,Sin Bins,Send Offs,Stint One,Stint Two,Year,Round,Home Team,Away Team
Phillip Sami,4,Centre,80:00,-,-,-,-,-,-,-,-,58,11,170,-,66,2,1,-,-,7,-,-,3.85s,-,-,-,1,2,7,17,0.64,78.26%,18,3,2,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,80:00,-,2024,20,Sea Eagles,Titans
Jojo Fifita,5,Winger,80:00,-,-,-,-,-,-,-,-,28,12,139,28,44,1,-,-,-,-,-,-,3.81s,-,-,-,-,-,5,16,0.42,50%,2,1,1,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80:00,-,2024,20,Sea Eagles,Titans
Jayden Campbell,6,Five-Eighth,80:00,-,-,-,2,-,-,-,-,42,13,78,10,23,-,-,-,-,4,-,-,3.56s,1,1,-,2,2,21,40,1.62,70.83%,17,3,4,-,2,5,168,-,1,-,-,-,-,-,2,2,-,-,-,-,-,-,-,80:00,-,2024,20,Sea Eagles,Titans
Kieran Foran,7,Halfback,80:00,-,-,-,-,-,-,-,-,34,18,95,-,19,-,-,-,-,2,-,-,3.32s,-,-,-,1,3,41,55,2.28,73.68%,14,4,1,-,-,9,231,2,-,1,-,-,3,-,1,1,-,-,-,-,-,-,-,80:00,-,2024,20,Sea Eagles,Titans
Moeaki Fotuaika,8,Prop,39:00,-,-,-,-,-,-,-,-,36,11,90,-,35,-,-,-,-,2,11,-,3.93s,-,-,-,2,-,3,14,0.27,100%,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22:55,16:07,2024,20,Sea Eagles,Titans
Sam Verrills,9,Hooker,74:00,-,-,-,-,-,-,-,-,35,2,56,-,10,1,-,-,-,1,1,-,3.56s,1,12,-,-,-,91,95,45.5,88.89%,32,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,73:44,-,2024,20,Sea Eagles,Titans
Erin Clark,10,Prop,45:00,-,-,-,-,-,-,-,-,33,14,125,33,48,-,-,-,-,1,10,-,3.54s,1,7,-,1,-,8,22,0.57,86.36%,19,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21:05,17:48,2024,20,Sea Eagles,Titans
David Fifita,11,2nd Row,80:00,-,-,-,-,-,-,-,-,56,17,133,-,53,-,1,1,-,8,15,-,3.59s,2,1,-,1,3,10,25,0.59,88.89%,16,1,1,-,-,1,14,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,80:00,-,2024,20,Sea Eagles,Titans
Beau Fermor,12,2nd Row,80:00,4,1,-,-,-,-,-,-,70,11,109,-,37,1,1,-,-,7,11,-,3.27s,-,-,-,-,1,6,19,0.55,94.29%,33,2,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,3,-,1,-,-,-,80:00,-,2024,20,Sea Eagles,Titans
Chris Randall,13,Lock,72:00,-,-,-,-,-,-,-,-,44,14,100,-,26,-,1,-,-,2,10,-,3.1s,-,-,-,-,1,21,31,1.5,90.48%,38,4,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,59:09,13:01,2024,20,Sea Eagles,Titans
Isaac Liu,14,Interchange,15:00,-,-,-,-,-,-,-,-,7,2,20,-,7,-,-,-,-,-,2,-,2.78s,-,-,-,-,-,1,3,0.5,75%,9,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15:00,-,2024,20,Sea Eagles,Titans
Klese Haas,15,Interchange,21:00,-,-,-,-,-,-,-,-,16,5,33,-,14,-,-,-,-,-,5,-,3.02s,-,-,-,-,-,-,5,-,93.75%,15,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21:00,-,2024,20,Sea Eagles,Titans
Keenan Palasia,16,Interchange,26:00,-,-,-,-,-,-,-,-,8,7,58,-,22,-,-,-,-,2,7,-,3.12s,-,-,-,-,-,-,7,-,66.67%,10,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,26:16,-,2024,20,Sea Eagles,Titans
Josiah Pahulu,17,Interchange,28:00,-,-,-,-,-,-,-,-,22,7,57,-,25,-,-,-,-,1,7,-,3.47s,-,-,-,1,-,3,10,0.43,93.75%,15,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,28:05,-,2024,20,Sea Eagles,Titans
Tanah Boyd,20,Replacement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2024,20,Sea Eagles,Titans
Scott Drinkwater,1,Fullback,80:00,-,-,-,-,-,-,-,-,39,15,109,18,24,-,-,-,-,5,-,-,4.19s,3,31,-,2,2,13,36,0.87,88.89%,8,1,-,-,2,6,175,-,1,1,-,-,1,-,3,3,-,-,-,-,-,-,-,80:00,-,2024,20,Cowboys,Bulldogs
Kyle Feldt,2,Winger,80:00,-,-,-,-,-,-,-,-,27,13,92,37,29,-,-,-,-,3,1,-,3.52s,-,-,-,1,-,1,16,0.08,88.89%,8,1,-,-,4,-,-,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,80:00,-,2024,20,Cowboys,Bulldogs
Jaxon Purdue,3,Winger,80:00,4,1,-,-,-,-,-,-,35,10,105,13,28,-,-,-,-,1,-,-,3.3s,3,20,-,-,1,10,17,1,95%,19,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,80:00,-,2024,20,Cowboys,Bulldogs
Viliami Vailea,4,Centre,80:00,-,-,-,-,-,-,-,-,26,12,122,-,38,1,-,-,-,7,-,-,4.04s,1,9,-,-,1,6,16,0.5,53.85%,7,5,1,-,1,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,80:00,-,2024,20,Cowboys,Bulldogs
Chad Townsend,7,Halfback,80:00,-,-,-,-,-,-,-,-,29,7,31,-,9,-,-,-,-,-,-,-,5.25s,1,-,-,-,4,39,53,5.57,89.66%,26,2,1,-,1,9,214,1,4,1,-,-,1,-,-,-,-,4,-,-,-,-,-,80:00,-,2024,20,Cowboys,Bulldogs
Jordan McLean,8,Prop,49:00,-,-,-,-,-,-,-,-,38,9,93,-,42,-,-,-,-,-,9,-,3.02s,-,-,-,-,-,2,11,0.22,94.29%,33,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,25:45,23:24,2024,20,Cowboys,Bulldogs
Jake Granville,9,Replacement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2024,20,Cowboys,Bulldogs
Jason Taumalolo,10,Prop,46:00,-,-,-,-,-,-,-,-,30,10,103,33,41,-,-,-,-,-,7,-,3.82s,-,-,-,-,1,2,11,0.2,91.67%,22,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25:46,19:31,2024,20,Cowboys,Bulldogs
Heilum Luki,11,2nd Row,63:00,8,2,-,-,-,-,-,-,71,15,117,-,40,1,-,-,-,4,15,-,3.85s,-,-,-,1,2,2,17,0.13,90.91%,30,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62:33,-,2024,20,Cowboys,Bulldogs
Kulikefu Finefeuiaki,12,Interchange,17:00,-,-,-,-,-,-,-,-,4,1,10,-,4,-,-,-,-,-,1,-,3.2s,-,-,-,-,-,-,1,-,100%,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,17:00,-,2024,20,Cowboys,Bulldogs
Sam McIntyre,13,Interchange,34:00,-,-,-,-,-,-,-,-,23,10,83,-,30,-,-,-,-,1,9,-,4.11s,1,4,-,-,1,4,14,0.4,82.61%,19,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30:49,03:54,2024,20,Cowboys,Bulldogs
Harrison Edwards,14,Interchange,19:00,-,-,-,-,-,-,-,-,19,8,65,-,28,-,-,-,-,1,7,-,3.74s,-,-,-,-,-,1,9,0.13,100%,13,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,18:24,-,2024,20,Cowboys,Bulldogs
Griffin Neame,17,Interchange,31:00,-,-,-,-,-,-,-,-,21,9,84,40,27,-,-,-,-,-,6,-,3.69s,-,-,-,-,-,1,9,0.11,77.27%,17,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30:51,-,2024,20,Cowboys,Bulldogs
Valentine Holmes,20,Centre,80:00,8,-,3,3,1,100%,-,-,30,13,129,-,53,-,-,-,-,4,-,-,3.37s,1,9,-,-,-,-,15,-,100%,5,-,-,-,1,-,-,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,80:00,-,2024,20,Cowboys,Bulldogs
Tom Dearden,21,Five-Eighth,80:00,-,-,-,-,-,-,-,-,50,12,100,-,14,1,1,2,-,2,-,-,3.93s,-,-,-,-,10,40,46,3.33,91.3%,21,1,1,-,-,1,34,-,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,80:00,-,2024,20,Cowboys,Bulldogs
Jeremiah Nanai,22,2nd Row,80:00,-,-,-,-,-,-,-,-,43,12,100,-,46,-,-,-,-,2,12,-,3.32s,-,-,-,3,1,3,17,0.25,77.78%,35,6,4,-,-,-,-,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,80:00,-,2024,20,Cowboys,Bulldogs
Reece Robson,23,Hooker,80:00,-,-,-,-,-,-,-,-,43,5,54,-,21,1,-,-,-,-,3,-,3.71s,2,18,-,-,9,96,101,19.2,95.12%,39,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,80:00,-,2024,20,Cowboys,Bulldogs
Reuben Cotter,24,Lock,61:00,-,-,-,-,-,-,-,-,64,7,82,-,28,-,1,-,-,3,7,-,2.93s,-,-,-,1,2,3,11,0.43,97.73%,43,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,32:10,29:26,2024,20,Cowboys,Bulldogs
Connor Tracey,1,Fullback,80:00,-,-,-,-,-,-,-,-,28,17,125,30,33,-,-,-,-,4,-,-,3.36s,-,-,-,-,6,14,30,0.82,85.71%,6,1,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80:00,-,2024,20,Cowboys,Bulldogs
Jacob Kiraz,2,Winger,80:00,4,1,-,-,-,-,-,-,50,21,155,9,45,-,1,-,-,5,1,-,2.97s,-,-,-,3,1,5,28,0.24,85.71%,6,1,-,-,1,1,24,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,80:00,-,2024,20,Cowboys,Bulldogs
Bronson Xerri,3,Centre,80:00,4,1,-,-,-,-,-,-,23,12,86,-,21,-,-,-,-,3,1,-,3.59s,-,-,-,-,-,4,15,0.33,77.78%,7,2,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,80:00,-,2024,20,Cowboys,Bulldogs
Stephen Crichton,4,Centre,80:00,-,-,-,-,-,-,-,-,19,9,78,-,35,-,-,-,-,-,-,-,3.83s,1,1,-,2,-,8,16,0.89,90.91%,10,1,-,-,-,1,27,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,80:00,-,2024,20,Cowboys,Bulldogs
Blake Wilson,5,Winger,70:00,-,-,-,-,-,-,-,-,-,14,124,-,32,-,-,-,-,-,-,-,3.54s,1,14,-,-,-,2,18,0.14,33.33%,1,2,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,-,-,1,-,70:00,-,2024,20,Cowboys,Bulldogs
Matt Burton,6,Five-Eighth,80:00,6,-,1,3,2,60%,-,-,68,14,142,1,28,1,-,1,-,4,-,-,3.79s,-,-,-,-,7,29,51,2.07,83.33%,20,2,2,-,-,12,424,1,4,1,-,-,-,-,-,-,-,-,1,-,-,-,-,80:00,-,2024,20,Cowboys,Bulldogs
Toby Sexton,7,Halfback,80:00,-,-,-,-,-,-,-,-,29,13,75,-,8,-,-,2,-,-,-,-,3.32s,-,-,-,-,4,41,51,3.15,77.27%,17,4,1,-,-,6,112,1,2,3,-,-,1,-,-,-,-,1,-,-,-,-,-,80:00,-,2024,20,Cowboys,Bulldogs
Josh Curran,8,Prop,72:00,4,1,-,-,-,-,-,-,57,24,205,10,77,-,-,-,-,-,23,-,3.24s,-,-,-,-,1,-,26,-,89.58%,43,3,2,-,-,-,-,-,-,-,-,-,-,-,2,2,-,2,-,-,-,-,-,51:03,21:26,2024,20,Cowboys,Bulldogs
Reed Mahoney,9,Hooker,80:00,-,-,-,-,-,-,-,-,43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,125,125,-,87.76%,43,3,3,-,-,1,1,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,80:00,-,2024,20,Cowboys,Bulldogs
Samuel Hughes,10,Prop,37:00,-,-,-,-,-,-,-,-,35,11,111,44,45,-,-,-,-,-,8,-,3.34s,-,-,-,-,-,-,11,-,92.86%,26,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,25:36,11:07,2024,20,Cowboys,Bulldogs
Viliame Kikau,11,2nd Row,80:00,-,-,-,-,-,-,-,-,26,11,96,-,39,-,-,-,-,2,10,-,3.78s,1,2,-,2,-,6,17,0.55,73.53%,25,8,1,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,-,-,-,-,80:00,-,2024,20,Cowboys,Bulldogs
Jacob Preston,12,2nd Row,68:00,-,-,-,-,-,-,-,-,47,9,91,-,38,-,-,-,-,-,9,-,3.68s,-,-,-,-,2,-,10,-,97.3%,36,-,1,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,67:49,-,2024,20,Cowboys,Bulldogs
Kurt Mann,13,Lock,37:00,-,-,-,-,-,-,-,-,35,6,61,-,18,-,-,-,-,2,4,-,3.11s,-,-,-,-,3,8,11,1.33,92%,23,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25:35,10:42,2024,20,Cowboys,Bulldogs
Bailey Hayward,14,Interchange,44:00,-,-,-,-,-,-,-,-,43,6,39,-,9,1,-,-,-,4,4,-,3.28s,-,-,-,-,2,15,20,2.5,96.97%,32,1,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,43:42,01:04,2024,20,Cowboys,Bulldogs
Kurtis Morrin,16,Interchange,23:00,-,-,-,-,-,-,-,-,29,7,70,17,29,-,-,-,-,2,6,-,3.74s,-,-,-,-,1,-,7,-,100%,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23:39,-,2024,20,Cowboys,Bulldogs
Harry Hayes,19,Interchange,31:00,-,-,-,-,-,-,-,-,29,9,78,-,29,-,-,-,-,-,9,-,3.44s,-,-,-,-,2,-,9,-,89.66%,26,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,31:00,-,2024,20,Cowboys,Bulldogs
Jeral Skelton,22,Replacement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2024,20,Cowboys,Bulldogs
Chris Patolo,23,Interchange,08:00,-,-,-,-,-,-,-,-,6,4,36,12,14,-,-,-,-,-,3,-,4.5s,-,-,-,-,-,-,4,-,100%,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,07:31,-,2024,20,Cowboys,Bulldogs
Roger Tuivasa-Sheck,1,Fullback,80:00,-,-,-,-,-,-,-,-,50,26,293,118,52,1,-,-,-,6,-,-,3.81s,-,-,-,-,-,9,32,0.35,71.43%,5,2,-,-,1,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,80:00,-,2024,21,Warriors,Wests Tigers
Dallin Watene-Zelezniak,2,Winger,80:00,4,1,-,-,-,-,-,-,59,18,200,62,48,-,1,-,-,8,1,-,2.77s,-,-,-,1,-,4,19,0.22,66.67%,6,2,1,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,80:00,-,2024,21,Warriors,Wests Tigers
Ali Leiataua,3,Centre,80:00,4,1,-,-,-,-,-,-,48,12,119,-,26,2,1,1,-,3,-,-,3.17s,-,-,-,-,-,7,16,0.58,100%,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,80:00,-,2024,21,Warriors,Wests Tigers
Moala Graham-Taufa,4,Centre,80:00,-,-,-,-,-,-,-,-,38,11,111,-,19,1,-,1,-,3,-,-,3.15s,-,-,-,-,-,4,17,0.36,91.3%,21,2,-,-,-,1,20,-,-,1,-,-,-,1,2,1,-,-,1,-,-,-,-,80:00,-,2024,21,Warriors,Wests Tigers
Edward Kosi,5,Winger,80:00,4,1,-,-,-,-,-,-,35,14,123,25,24,1,-,-,-,3,-,-,3.18s,-,-,-,-,-,2,17,0.14,77.78%,7,1,1,-,2,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,80:00,-,2024,21,Warriors,Wests Tigers
Chanel Harris-Tavita,6,Five-Eighth,80:00,8,-,3,5,1,66.67%,-,-,44,3,24,-,9,-,1,1,-,1,-,-,4.02s,-,-,-,-,1,24,37,8,81.25%,13,2,1,1,-,11,307,1,3,2,-,-,-,-,-,-,-,-,-,-,-,-,-,80:00,-,2024,21,Warriors,Wests Tigers
Te Maire Martin,7,Halfback,80:00,-,-,-,-,-,-,-,-,46,13,81,-,8,-,1,1,-,1,-,-,2.48s,-,-,-,-,6,49,58,3.77,84.38%,27,4,1,-,-,5,143,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80:00,-,2024,21,Warriors,Wests Tigers
Addin Fonua-Blake,8,Prop,62:00,4,1,-,-,-,-,-,-,67,20,222,30,86,1,-,-,-,5,18,-,2.92s,-,-,-,1,-,2,22,0.1,95.45%,21,-,1,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,46:49,15:40,2024,21,Warriors,Wests Tigers
Wayde Egan,9,Hooker,57:00,-,-,-,-,-,-,-,-,23,2,15,-,7,-,-,-,-,-,1,-,-,1,11,-,-,2,90,92,45,90.63%,29,3,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,-,1,-,-,-,-,56:37,-,2024,21,Warriors,Wests Tigers
Mitchell Barnett,10,Prop,59:00,-,-,-,-,-,-,-,-,53,16,138,8,47,-,-,-,-,1,15,-,3.27s,-,-,-,1,3,-,16,-,94.59%,35,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,28:27,31:00,2024,21,Warriors,Wests Tigers
Marata Niukore,11,2nd Row,62:00,-,-,-,-,-,-,-,-,36,8,88,-,26,-,-,-,-,3,8,-,2.75s,-,-,-,-,-,-,9,-,87.5%,28,3,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,1,-,-,-,49:00,12:49,2024,21,Warriors,Wests Tigers
Kurt Capewell,12,2nd Row,80:00,4,1,-,-,-,-,-,-,50,10,97,-,20,2,-,-,-,6,9,-,3.27s,-,-,-,-,-,2,11,0.2,83.33%,25,3,2,-,-,-,-,-,-,-,-,-,-,-,1,1,-,2,-,-,-,-,-,80:00,-,2024,21,Warriors,Wests Tigers
Dylan Walker,13,Lock,71:00,-,-,-,-,-,-,-,-,52,22,163,-,35,-,1,1,-,-,11,-,3.66s,-,-,-,-,6,25,36,1.14,92.11%,35,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,49:26,21:59,2024,21,Warriors,Wests Tigers
Freddy Lussick,14,Interchange,23:00,-,-,-,-,-,-,-,-,12,1,5,-,1,-,-,-,-,-,1,-,4.84s,-,-,-,-,1,27,28,27,89.47%,17,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,23:00,-,2024,21,Warriors,Wests Tigers
Jackson Ford,15,Interchange,39:00,-,-,-,-,-,-,-,-,39,9,74,-,27,-,-,-,-,-,9,-,3.8s,-,-,-,-,-,-,9,-,96.97%,32,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38:44,-,2024,21,Warriors,Wests Tigers
Jazz Tevaga,16,Interchange,18:00,-,-,-,-,-,-,-,-,13,4,38,-,10,-,-,-,-,-,4,-,2.84s,-,-,-,-,-,-,4,-,88.89%,16,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,17:31,-,2024,21,Warriors,Wests Tigers
Leka Halasima,17,Interchange,09:00,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100%,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,08:35,-,2024,21,Warriors,Wests Tigers
Tom Ale,18,Replacement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2024,21,Warriors,Wests Tigers
Jahream Bula,1,Fullback,80:00,-,-,-,-,-,-,-,-,31,12,129,15,23,1,1,1,-,1,1,-,3.53s,-,-,-,-,1,9,22,0.75,81.82%,9,2,-,-,3,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,80:00,-,2024,21,Warriors,Wests Tigers
Luke Laulilii,2,Winger,49:00,-,-,-,-,-,-,-,-,22,11,108,12,19,1,-,-,-,1,1,-,3.48s,-,-,-,-,1,-,12,-,83.33%,5,1,-,-,-,-,-,-,-,-,-,-,-,-,3,1,-,-,-,-,-,-,-,49:00,-,2024,21,Warriors,Wests Tigers
Solomona Faataape,3,Centre,80:00,-,-,-,-,-,-,-,-,13,11,76,-,21,-,-,-,-,1,-,-,3.48s,-,-,-,-,5,3,14,0.27,72.73%,8,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80:00,-,2024,21,Warriors,Wests Tigers
Starford To'a,4,Centre,67:00,-,-,-,-,-,-,-,-,21,8,56,-,10,-,-,-,-,1,-,-,3.65s,-,-,-,-,1,2,10,0.25,88.89%,16,2,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,67:26,-,2024,21,Warriors,Wests Tigers
Charlie Staines,5,Winger,80:00,4,1,-,-,-,-,-,-,22,15,107,26,24,1,-,-,-,1,-,-,3.25s,-,-,-,-,-,6,23,0.4,50%,4,4,-,-,2,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,80:00,-,2024,21,Warriors,Wests Tigers
Lachlan Galvin,6,Five-Eighth,75:00,-,-,-,-,-,-,-,-,43,19,118,-,21,-,1,-,-,4,-,-,4.22s,1,3,-,1,10,30,46,1.58,94.44%,17,1,-,-,-,8,194,-,3,3,-,-,-,1,1,-,-,-,1,-,-,-,-,75:22,-,2024,21,Warriors,Wests Tigers
Latu Fainu,7,Interchange,56:00,-,-,-,-,-,-,-,-,31,5,36,-,4,-,1,1,-,3,-,-,4.8s,-,-,-,1,9,25,33,5,78.26%,18,5,-,-,-,5,104,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,56:00,-,2024,21,Warriors,Wests Tigers
Stefano Utoikamanu,8,Prop,56:00,-,-,-,-,-,-,-,-,38,15,125,26,34,-,-,-,-,3,13,-,3.35s,-,-,-,-,1,2,17,0.13,87.1%,27,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,25:22,30:33,2024,21,Warriors,Wests Tigers
Apisai Koroisau,9,Halfback,80:00,8,1,2,3,-,66.67%,-,-,67,7,85,-,19,1,1,1,-,5,3,-,2.59s,2,33,-,-,6,82,94,11.71,84.21%,32,6,-,-,-,7,268,-,-,1,-,-,-,-,2,-,-,1,-,-,1,-,-,80:00,-,2024,21,Warriors,Wests Tigers
Fonua Pole,10,Prop,45:00,-,-,-,-,-,-,-,-,30,7,59,-,18,-,-,-,-,1,7,-,3.54s,-,-,-,1,-,1,8,0.14,89.66%,26,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,45:16,-,2024,21,Warriors,Wests Tigers
Reuben Porter,11,2nd Row,80:00,-,-,-,-,-,-,-,-,44,9,62,-,19,-,-,-,-,-,9,-,3.85s,-,-,-,-,2,-,9,-,91.3%,42,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80:00,-,2024,21,Warriors,Wests Tigers
Samuela Fainu,12,2nd Row,80:00,-,-,-,-,-,-,-,-,27,11,91,-,38,-,1,-,-,2,11,-,2.95s,-,-,-,1,1,5,15,0.45,77.42%,24,7,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,80:00,-,2024,21,Warriors,Wests Tigers
Isaiah Papali'i,13,Interchange,46:00,4,1,-,-,-,-,-,-,62,13,104,6,36,1,-,-,-,4,12,-,3.48s,-,-,-,1,-,3,15,0.23,93.75%,30,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41:08,04:38,2024,21,Warriors,Wests Tigers
Tallyn Da Silva,14,Hooker,37:00,-,-,-,-,-,-,-,-,27,4,28,-,7,-,-,-,-,-,2,-,3.15s,2,25,-,-,3,44,47,11,95.83%,23,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23:42,12:34,2024,21,Warriors,Wests Tigers
Alex Seyfarth,15,Interchange,52:00,-,-,-,-,-,-,-,-,30,10,77,-,29,-,-,-,-,-,10,-,3.35s,-,-,-,1,2,5,15,0.5,100%,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,1,-,-,52:00,-,2024,21,Warriors,Wests Tigers
Sione Fainu,16,Interchange,35:00,-,-,-,-,-,-,-,-,23,10,101,-,46,-,-,-,-,-,10,-,3.48s,-,-,-,-,-,4,14,0.4,93.75%,15,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,35:00,-,2024,21,Warriors,Wests Tigers
Alex Twal,17,Lock,41:00,-,-,-,-,-,-,-,-,40,9,56,-,14,-,-,-,-,1,9,-,3.29s,-,-,-,1,2,3,13,0.33,97.14%,34,-,1,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,-,-,-,-,27:43,13:30,2024,21,Warriors,Wests Tigers
