Name,Number,Position,Mins Played,Points,Tries,Conversions,Conversion Attempts,Penalty Goals,Goal Conversion Rate,1 Point Field Goals,2 Point Field Goals,Total Points,All Runs,All Run Metres,Kick Return Metres,Post Contact Metres,Line Breaks,Line Break Assists,Try Assists,Line Engaged Runs,Tackle Breaks,Hit Ups,Play The Ball,Average Play The Ball Speed,Dummy Half Runs,Dummy Half Run Metres,One on One Steal,Offloads,Dummy Passes,Passes,Receipts,Passes To Run Ratio,Tackle Efficiency,Tackles Made,Missed Tackles,Ineffective Tackles,Intercepts,Kicks Defused,Kicks,Kicking Metres,Forced Drop Outs,Bomb Kicks,Grubbers,40/20,20/40,Cross Field Kicks,Kicked Dead,Errors,Handling Errors,One on One Lost,Penalties,Ruck Infringements,Inside 10 Metres,On Report,Sin Bins,Send Offs,Stint One,Stint Two,Year,Round,Home Team,Away Team
Jahrome Hughes,7,Halfback,80:00,-,-,-,-,-,-,-,-,42,9,83,-,18,-,1,-,-,-,-,-,2.57s,-,-,-,2,-,30,48,3.33,61.11%,11,3,4,-,-,13,386,-,7,-,-,-,1,-,-,-,-,-,-,-,-,-,-,80:00,-,2024,20,Storm,Roosters
Tui Kamikamica,8,Prop,36:00,-,-,-,-,-,-,-,-,37,9,91,15,41,-,-,-,-,2,7,-,3.51s,-,-,-,-,-,-,10,-,95.24%,20,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19:48,15:46,2024,20,Storm,Roosters
Harry Grant,9,Hooker,80:00,-,-,-,-,-,-,-,-,50,8,75,-,11,1,-,-,-,2,-,-,4.41s,7,66,-,1,7,120,125,15,80.95%,34,5,3,-,-,1,2,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,80:00,-,2024,20,Storm,Roosters
Josh King,10,Prop,69:00,-,-,-,-,-,-,-,-,33,12,109,15,46,-,-,-,-,-,10,-,3.2s,-,-,-,1,-,5,17,0.42,83.78%,31,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60:43,08:35,2024,20,Storm,Roosters
Shawn Blore,11,2nd Row,80:00,-,-,-,-,-,-,-,-,72,14,178,-,65,3,-,1,-,2,13,-,3.06s,-,-,-,1,-,1,14,0.07,90.63%,29,1,2,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,80:00,-,2024,20,Storm,Roosters
Eliesa Katoa,12,2nd Row,80:00,-,-,-,-,-,-,-,-,36,14,131,1,51,-,1,-,-,1,11,-,4.09s,-,-,-,-,-,3,17,0.21,79.55%,35,6,3,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,80:00,-,2024,20,Storm,Roosters
Trent Loiero,13,Lock,60:00,-,-,-,-,-,-,-,-,45,9,97,-,33,1,-,-,-,4,9,-,4s,-,-,-,-,-,5,13,0.56,93.75%,30,2,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,29:44,30:20,2024,20,Storm,Roosters
Sualauvi Faalogo,14,Interchange,04:00,4,1,-,-,-,-,-,-,12,3,27,-,4,-,-,-,-,-,-,-,3.96s,1,8,-,-,-,1,3,0.33,100%,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,04:00,-,2024,20,Storm,Roosters
Alec MacDonald,17,Interchange,30:00,-,-,-,-,-,-,-,-,17,6,66,-,23,-,-,-,-,1,6,-,3.45s,-,-,-,-,-,1,7,0.17,93.75%,15,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,29:52,-,2024,20,Storm,Roosters
Joe Chan,19,Interchange,21:00,-,-,-,-,-,-,-,-,7,4,41,-,20,-,-,-,-,1,4,-,3.45s,-,-,-,-,1,1,5,0.25,80%,12,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,-,21:00,-,2024,20,Storm,Roosters
Chris Lewis,21,Replacement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2024,20,Storm,Roosters
Lazarus Vaalepu,22,Interchange,11:00,-,-,-,-,-,-,-,-,6,3,29,-,11,-,-,-,-,-,3,-,3.35s,-,-,-,-,-,-,3,-,100%,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10:44,-,2024,20,Storm,Roosters
James Tedesco,1,Fullback,80:00,-,-,-,-,-,-,-,-,30,24,223,18,51,-,-,-,-,4,1,-,4.08s,2,27,-,-,3,17,34,0.71,62.5%,5,3,-,-,1,1,14,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80:00,-,2024,20,Storm,Roosters
Daniel Tupou,2,Winger,80:00,4,1,-,-,-,-,-,-,33,17,164,44,56,1,-,-,-,3,1,-,3.63s,-,-,-,1,-,6,23,0.35,60%,3,2,-,-,-,-,-,-,-,-,-,-,-,-,3,1,-,1,-,-,-,-,-,80:00,-,2024,20,Storm,Roosters
Joseph-Aukuso Sua'ali'i,3,Centre,72:00,-,-,-,-,-,-,-,-,17,10,101,-,39,-,-,-,-,2,-,-,3.91s,-,-,-,-,-,4,11,0.4,76.92%,10,2,1,-,1,-,-,-,-,-,-,-,-,-,2,1,-,-,-,-,1,-,-,72:00,-,2024,20,Storm,Roosters
Sitili Tupouniua,4,Centre,66:00,-,-,-,-,-,-,-,-,16,8,59,-,16,-,-,-,-,-,-,-,3.61s,-,-,-,-,-,5,11,0.63,84.21%,16,1,2,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,-,-,-,-,42:03,23:49,2024,20,Storm,Roosters
Dominic Young,5,Winger,80:00,4,1,-,-,-,-,-,-,44,19,158,-,50,1,-,-,-,8,-,-,3.68s,-,-,-,-,-,4,24,0.21,60%,3,2,-,-,3,2,50,1,-,1,-,-,-,-,2,1,-,-,-,-,-,-,-,80:00,-,2024,20,Storm,Roosters
Luke Keary,6,Five-Eighth,80:00,-,-,-,-,-,-,-,-,29,12,73,-,2,-,1,1,-,-,-,-,-,-,-,-,-,-,36,48,3,90.91%,20,2,-,-,-,7,230,-,3,-,-,-,1,-,4,4,-,-,-,-,-,-,-,80:00,-,2024,20,Storm,Roosters
Sam Walker,7,Halfback,80:00,-,-,-,2,-,-,-,-,44,13,75,-,-,1,-,-,-,1,-,-,-,-,-,-,1,1,46,56,3.54,82.76%,24,2,3,-,-,8,158,1,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,80:00,-,2024,20,Storm,Roosters
Terrell May,8,Prop,46:00,-,-,-,-,-,-,-,-,47,11,86,-,29,-,-,-,-,3,11,-,3.24s,-,-,-,2,-,4,14,0.36,96.43%,27,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24:49,20:32,2024,20,Storm,Roosters
Brandon Smith,9,Hooker,59:00,-,-,-,-,-,-,-,-,31,6,44,-,10,-,-,-,-,-,1,-,2.72s,4,34,-,2,4,63,69,10.5,82.86%,29,5,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30:50,28:16,2024,20,Storm,Roosters
Lindsay Collins,10,Interchange,43:00,-,-,-,-,-,-,-,-,46,13,115,17,43,-,-,-,-,2,12,-,3.19s,-,-,-,1,-,1,14,0.08,96.67%,29,1,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,34:39,08:20,2024,20,Storm,Roosters
Angus Crichton,11,2nd Row,80:00,-,-,-,-,-,-,-,-,64,17,117,-,39,-,1,-,-,2,15,-,2.56s,-,-,-,6,-,3,17,0.18,91.67%,33,3,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,-,-,-,-,80:00,-,2024,20,Storm,Roosters
Victor Radley,12,2nd Row,71:00,-,-,-,-,-,-,-,-,57,15,133,-,58,-,1,1,-,2,14,-,3.54s,-,-,-,1,1,4,19,0.27,86.84%,33,3,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,71:00,-,2024,20,Storm,Roosters
Connor Watson,13,Lock,70:00,-,-,-,-,-,-,-,-,31,8,30,-,10,-,-,-,-,1,7,-,3.59s,1,6,-,1,1,18,25,2.25,92.68%,38,3,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,-,-,1,-,70:00,-,2024,20,Storm,Roosters
Sandon Smith,14,Interchange,10:00,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,20,-,100%,6,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,10:00,-,2024,20,Storm,Roosters
Spencer Leniu,15,Interchange,40:00,-,-,-,-,-,-,-,-,29,8,85,11,39,-,-,-,-,2,7,-,3.65s,-,-,-,-,-,1,9,0.13,100%,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,31:20,06:40,2024,20,Storm,Roosters
Nat Butcher,16,Interchange,34:00,-,-,-,-,-,-,-,-,25,2,26,-,10,-,-,-,-,-,2,-,2.56s,-,-,-,-,-,1,4,0.5,90.63%,29,3,-,-,-,1,11,1,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,34:25,-,2024,20,Storm,Roosters
Naufahu Whyte,17,Prop,33:00,-,-,-,-,-,-,-,-,28,8,76,-,39,-,-,-,-,1,8,-,2.86s,-,-,-,-,1,1,9,0.13,100%,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24:51,08:05,2024,20,Storm,Roosters
Ethan King,18,Replacement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2024,20,Storm,Roosters
Daine Laurie,1,Fullback,82:00,4,1,-,-,-,-,-,-,55,29,260,99,62,1,1,-,-,9,-,-,3.22s,-,-,-,1,3,21,48,0.72,-,-,2,-,-,1,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,82:00,-,2024,20,Panthers,Dolphins
Sunia Turuva,2,Winger,82:00,4,1,-,-,-,-,-,-,69,18,220,33,42,3,-,-,-,8,-,-,3.73s,-,-,-,-,1,5,24,0.28,85.71%,6,-,1,-,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,82:00,-,2024,20,Panthers,Dolphins
Izack Tago,3,Centre,82:00,-,-,-,-,-,-,-,-,36,13,161,-,39,1,1,1,-,2,-,-,3.57s,-,-,-,-,1,11,18,0.85,70.59%,12,4,1,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,82:00,-,2024,20,Panthers,Dolphins
Casey McLean,4,Centre,82:00,-,-,-,-,-,-,-,-,43,15,151,-,49,-,-,-,-,6,2,-,3.05s,-,-,-,-,-,1,16,0.07,100%,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,82:00,-,2024,20,Panthers,Dolphins
Paul Alamoti,5,Winger,39:00,4,1,-,-,-,-,-,-,26,9,94,19,21,1,-,-,-,3,-,-,3.11s,-,-,-,-,-,5,14,0.56,50%,2,1,1,-,1,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,38:46,-,2024,20,Panthers,Dolphins
Brad Schneider,6,Five-Eighth,82:00,-,-,-,-,-,-,-,-,25,5,31,-,6,-,-,-,-,1,-,-,2.25s,1,11,-,-,2,40,48,8,95.24%,20,-,1,-,-,4,83,1,1,1,-,-,1,-,2,2,-,-,-,-,-,-,-,82:00,-,2024,20,Panthers,Dolphins
Nathan Cleary,7,Halfback,82:00,12,-,4,4,1,100%,-,1,76,20,148,4,23,-,1,1,-,5,-,-,3.28s,-,-,-,2,11,44,69,2.2,75%,15,4,1,-,1,14,446,-,1,2,-,-,1,-,1,1,-,-,-,-,-,-,-,82:00,-,2024,20,Panthers,Dolphins
Moses Leota,8,Prop,51:00,4,1,-,-,-,-,-,-,58,11,123,49,26,1,-,-,-,2,7,-,3.21s,-,-,-,-,1,1,12,0.09,86.84%,33,3,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,25:25,21:23,2024,20,Panthers,Dolphins
Mitch Kenny,9,Hooker,82:00,-,-,-,-,-,-,-,-,30,11,68,-,11,-,-,-,-,-,-,-,3.06s,9,61,-,1,3,132,138,12,81.48%,44,9,1,-,-,-,-,-,-,-,-,-,-,-,1,1,1,2,-,-,-,-,-,82:00,-,2024,20,Panthers,Dolphins
James Fisher-Harris,10,Prop,68:00,-,-,-,-,-,-,-,-,68,19,189,20,57,-,-,-,-,2,18,-,3.08s,-,-,-,2,-,5,24,0.26,89.36%,42,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48:08,19:24,2024,20,Panthers,Dolphins
Scott Sorensen,11,2nd Row,82:00,-,-,-,-,-,-,-,-,40,14,119,-,42,-,-,-,-,-,14,-,3.07s,-,-,-,-,2,4,18,0.29,87.8%,36,2,3,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,82:00,-,2024,20,Panthers,Dolphins
Matthew Eisenhuth,13,Lock,46:00,-,-,-,-,-,-,-,-,62,12,86,-,21,-,-,-,-,2,9,-,3.06s,-,-,-,3,-,7,16,0.58,97.73%,43,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,32:21,09:45,2024,20,Panthers,Dolphins
Trent Toelau,14,Interchange,19:00,-,-,-,-,-,-,-,-,26,11,93,-,13,-,-,-,-,4,1,-,3.62s,-,-,-,1,2,8,15,0.73,100%,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19:03,-,2024,20,Panthers,Dolphins
Lindsay Smith,15,Interchange,57:00,-,-,-,-,-,-,-,-,35,9,67,7,24,-,-,-,-,2,7,-,3.13s,-,-,-,-,2,8,16,0.89,91.18%,31,2,1,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,57:00,-,2024,20,Panthers,Dolphins
Liam Henry,16,2nd Row,64:00,-,-,-,-,-,-,-,-,53,11,95,-,31,-,-,-,-,-,11,-,3.53s,-,-,-,-,-,1,12,0.09,94.34%,50,2,1,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,58:38,05:04,2024,20,Panthers,Dolphins
Luron Patea,17,Interchange,24:00,-,-,-,-,-,-,-,-,18,9,84,15,35,-,-,-,-,1,8,-,3.2s,-,-,-,-,-,-,9,-,76.92%,10,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,07:40,12:50,2024,20,Panthers,Dolphins
Isaiah Iongi,18,Replacement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2024,20,Panthers,Dolphins
Mavrik Geyer,19,Interchange,43:00,-,-,-,-,-,-,-,-,20,6,49,-,18,-,2,-,-,1,3,-,3.23s,-,-,-,-,-,4,9,0.67,100%,14,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,-,-,-,-,43:00,-,2024,20,Panthers,Dolphins
Hamiso Tabuai-Fidow,1,Fullback,82:00,8,2,-,-,-,-,-,-,77,20,192,46,55,1,1,1,-,9,-,-,3.28s,-,-,-,-,2,19,40,0.95,87.5%,7,-,1,-,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,82:00,-,2024,20,Panthers,Dolphins
Jamayne Isaako,2,Winger,82:00,10,-,4,4,1,100%,-,-,36,13,136,6,33,2,-,-,-,1,-,-,3.3s,-,-,-,1,3,14,26,1.08,54.55%,6,5,-,-,1,1,13,-,-,1,-,-,-,-,1,1,-,-,-,-,-,-,-,82:00,-,2024,20,Panthers,Dolphins
Jake Averillo,3,Centre,82:00,-,-,-,-,-,-,-,-,21,17,102,8,31,-,2,-,-,-,-,-,3.26s,1,6,-,1,1,14,28,0.82,71.43%,15,4,2,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,82:00,-,2024,20,Panthers,Dolphins
Herbie Farnworth,4,Centre,82:00,-,-,-,-,-,-,-,-,47,13,116,-,50,-,1,-,-,3,-,-,3.43s,-,-,-,1,2,7,19,0.54,92.86%,13,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,82:00,-,2024,20,Panthers,Dolphins
Jack Bostock,5,Winger,82:00,4,1,-,-,-,-,-,-,60,20,212,47,45,3,-,1,-,7,-,-,3.67s,-,-,-,-,1,2,22,0.1,60%,3,2,-,-,2,1,52,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,82:00,-,2024,20,Panthers,Dolphins
Kodi Nikorima,6,Five-Eighth,74:00,-,-,-,-,-,-,-,-,20,6,20,-,-,-,-,-,-,-,-,-,3.78s,-,-,-,-,4,31,35,5.17,84%,21,3,1,1,1,1,9,-,-,1,-,-,-,-,1,1,-,-,-,-,-,-,-,32:20,41:58,2024,20,Panthers,Dolphins
Isaiya Katoa,7,Halfback,82:00,4,1,-,-,-,-,-,-,72,19,105,-,4,1,1,1,-,2,-,-,4.24s,-,-,-,-,7,45,71,2.37,92.86%,13,1,-,-,-,22,654,1,2,1,-,-,5,-,-,-,-,1,-,1,-,-,-,82:00,-,2024,20,Panthers,Dolphins
Jesse Bromwich,8,Prop,58:00,-,-,-,-,-,-,-,-,26,15,153,-,58,-,-,-,-,-,15,-,3.71s,-,-,-,-,1,1,16,0.07,77.78%,28,7,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,10:30,34:25,2024,20,Panthers,Dolphins
Max Plath,9,Hooker,82:00,-,-,-,-,-,-,-,-,32,3,13,-,4,-,-,-,-,1,2,-,2.7s,-,-,-,-,2,104,106,34.67,80.36%,45,8,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,82:00,-,2024,20,Panthers,Dolphins
Tevita Pangai Junior,10,Prop,33:00,-,-,-,-,-,-,-,-,30,13,138,45,46,-,-,-,-,1,9,-,3.22s,-,-,-,1,-,-,13,-,93.75%,15,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18:53,12:05,2024,20,Panthers,Dolphins
Felise Kaufusi,11,2nd Row,82:00,-,-,-,-,-,-,-,-,42,16,140,-,56,-,-,-,-,1,15,-,2.92s,-,-,-,-,-,3,18,0.19,100%,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,82:00,-,2024,20,Panthers,Dolphins
Connelly Lemuelu,12,2nd Row,68:00,-,-,-,-,-,-,-,-,46,18,157,-,66,-,-,-,-,4,17,-,3.24s,-,-,-,3,-,4,22,0.22,94.74%,18,1,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,1,-,-,-,-,58:37,09:49,2024,20,Panthers,Dolphins
Kenneath Bromwich,13,Lock,41:00,-,-,-,-,-,-,-,-,23,7,51,-,14,-,-,-,-,-,4,-,2.9s,-,-,-,-,-,5,9,0.71,81.82%,27,4,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,24:11,16:59,2024,20,Panthers,Dolphins
Josh Kerr,14,Interchange,30:00,-,-,-,-,-,-,-,-,32,11,115,12,43,-,-,-,-,2,10,-,2.96s,-,-,-,1,-,1,12,0.09,91.67%,22,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,26:25,11:18,2024,20,Panthers,Dolphins
Mark Nicholls,15,Interchange,33:00,-,-,-,-,-,-,-,-,22,5,46,-,15,-,-,-,-,1,5,-,3.51s,-,-,-,-,3,1,6,0.2,95.24%,20,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,18:17,14:48,2024,20,Panthers,Dolphins
Ray Stone,16,Interchange,57:00,-,-,-,-,-,-,-,-,51,8,78,-,30,-,-,-,-,2,7,-,3.41s,1,3,1,-,1,6,15,0.75,85.19%,46,7,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,49:35,06:38,2024,20,Panthers,Dolphins
Trai Fuller,17,Interchange,09:00,-,-,-,-,-,-,-,-,-,1,14,-,6,-,-,-,-,-,1,-,3.64s,-,-,-,-,-,8,9,8,55.56%,5,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,07:42,-,2024,20,Panthers,Dolphins
Sean O'Sullivan,18,Replacement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2024,20,Panthers,Dolphins
Tom Trbojevic,1,Fullback,80:00,8,2,-,-,-,-,-,-,91,19,206,35,55,1,3,3,-,3,-,-,3.63s,-,-,-,4,1,16,36,0.84,77.78%,7,1,1,-,1,1,5,-,-,1,-,-,-,-,2,1,-,-,1,1,-,-,-,80:00,-,2024,20,Sea Eagles,Titans
Jason Saab,2,Winger,80:00,4,1,-,-,-,-,-,-,27,9,111,20,31,1,-,-,-,1,-,-,3.27s,-,-,-,-,-,2,11,0.22,72.73%,8,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80:00,-,2024,20,Sea Eagles,Titans
Tommy Talau,3,Centre,80:00,4,1,-,-,-,-,-,-,52,17,299,76,55,2,-,1,-,3,1,-,3.38s,-,-,-,-,1,5,20,0.29,50%,3,3,-,1,1,-,-,-,-,-,-,-,-,-,2,2,-,1,-,-,-,-,-,80:00,-,2024,20,Sea Eagles,Titans
Reuben Garrick,4,Centre,80:00,10,-,5,7,-,71.43%,-,-,53,13,147,9,45,1,-,1,-,4,1,-,3.75s,-,-,-,1,-,9,20,0.69,70.83%,17,4,3,-,1,-,-,-,-,-,-,-,-,-,1,1,1,-,-,-,-,-,-,80:00,-,2024,20,Sea Eagles,Titans
Lehi Hopoate,5,Winger,35:00,4,1,-,-,-,-,-,-,16,5,51,-,10,-,-,-,-,2,-,-,3.45s,1,6,-,-,-,6,12,1.2,50%,2,1,1,-,1,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,35:00,-,2024,20,Sea Eagles,Titans
Luke Brooks,6,Five-Eighth,80:00,4,1,-,-,-,-,-,-,43,19,151,-,17,1,2,1,-,4,-,-,3.37s,2,18,-,-,5,46,57,2.42,61.29%,19,10,2,-,-,2,52,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,80:00,-,2024,20,Sea Eagles,Titans
Daly Cherry-Evans,7,Halfback,80:00,-,-,-,-,-,-,-,-,48,15,95,-,3,-,-,-,-,3,-,-,3.43s,1,11,-,-,6,45,63,3,75%,18,4,2,-,-,12,278,3,5,4,-,-,-,-,1,1,-,-,-,-,-,-,-,80:00,-,2024,20,Sea Eagles,Titans
Nathan Brown,8,Interchange,47:00,-,-,-,-,-,-,-,-,25,7,64,-,18,-,-,-,-,1,6,-,4.22s,-,-,-,1,1,12,18,1.71,81.82%,18,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,46:33,-,2024,20,Sea Eagles,Titans
Jake Simpkin,9,Hooker,56:00,-,-,-,-,-,-,-,-,28,4,42,-,9,-,1,-,-,1,1,-,4.21s,2,30,-,-,-,51,55,12.75,80.56%,29,3,4,-,1,-,-,-,-,-,-,-,-,-,1,1,-,1,-,-,-,-,-,56:08,-,2024,20,Sea Eagles,Titans
Josh Aloiai,10,Prop,44:00,-,-,-,-,-,-,-,-,34,10,111,9,47,-,-,-,-,2,9,-,3.74s,-,-,-,-,2,1,11,0.1,86.36%,19,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21:56,21:46,2024,20,Sea Eagles,Titans
Karl Lawton,12,2nd Row,80:00,-,-,-,-,-,-,-,-,60,10,126,-,44,1,-,-,-,3,10,-,3.33s,-,-,-,1,1,4,15,0.4,92.31%,36,2,1,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,80:00,-,2024,20,Sea Eagles,Titans
Jake Trbojevic,13,Lock,75:00,-,-,-,-,-,-,-,-,36,5,56,-,28,-,-,-,-,-,5,-,3.11s,-,-,-,-,-,16,22,3.2,92.86%,39,2,1,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,2,-,-,-,-,75:10,-,2024,20,Sea Eagles,Titans
Gordon Chan Kum Tong,14,Interchange,24:00,-,-,-,-,-,-,-,-,10,3,35,-,9,-,-,-,-,3,1,-,3.76s,2,18,-,1,1,24,27,8,64.29%,9,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,24:00,-,2024,20,Sea Eagles,Titans
Ben Trbojevic,15,2nd Row,77:00,4,1,-,-,-,-,-,-,48,11,117,-,34,1,-,-,-,3,4,-,3.72s,-,-,-,1,-,4,18,0.36,80.77%,21,4,1,-,4,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,32:39,44:33,2024,20,Sea Eagles,Titans
Ethan Bullemor,16,Interchange,58:00,-,-,-,-,-,-,-,-,42,12,131,-,56,1,-,-,-,3,11,-,3.7s,1,-,-,1,1,-,12,-,95%,19,-,1,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,58:00,-,2024,20,Sea Eagles,Titans
Toafofoa Sipley,17,Prop,33:00,-,-,-,-,-,-,-,-,29,7,74,16,30,-,-,-,-,3,6,-,3.33s,-,-,-,-,-,1,8,0.14,87.5%,14,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17:19,16:08,2024,20,Sea Eagles,Titans
Jamie Humphreys,20,Replacement,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2024,20,Sea Eagles,Titans
Taniela Paseka,22,Interchange,30:00,-,-,-,-,-,-,-,-,25,12,156,65,65,-,-,-,-,2,8,-,3.6s,-,-,-,-,1,-,12,-,83.33%,10,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,25:35,04:50,2024,20,Sea Eagles,Titans
Keano Kini,1,Fullback,80:00,-,-,-,-,-,-,-,-,42,21,251,39,74,1,-,-,-,5,-,-,3.49s,3,26,-,2,1,13,35,0.62,33.33%,2,4,-,-,1,1,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,80:00,-,2024,20,Sea Eagles,Titans
Alofiana Khan-Pereira,2,Winger,80:00,4,1,-,-,-,-,-,-,17,6,57,-,14,1,-,-,-,1,-,-,3.89s,-,-,-,-,-,3,12,0.5,66.67%,2,1,-,-,2,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,80:00,-,2024,20,Sea Eagles,Titans
Brian Kelly,3,Centre,80:00,-,-,-,-,-,-,-,-,37,12,162,-,55,-,1,-,-,4,-,-,3.14s,-,-,1,3,-,11,23,0.92,68.75%,11,4,1,-,-,2,21,-,-,2,-,-,-,1,2,1,-,1,-,-,-,-,-,80:00,-,2024,20,Sea Eagles,Titans
